sid,memoryid,rankid,bankid,category,permanency
Server_22185,6,,,multiple_single_bit_failures,permanent
Server_22187,16,,,multiple_single_bit_failures,permanent
Server_22188,4,,,multiple_single_bit_failures,permanent
Server_22189,8,,,multiple_single_bit_failures,permanent
Server_2219,22,,,multiple_single_bit_failures,permanent
Server_22196,10,,,multiple_single_bit_failures,permanent
Server_222,0,,,multiple_single_bit_failures,permanent
Server_2220,18,,,multiple_single_bit_failures,permanent
Server_22201,18,,,multiple_single_bit_failures,permanent
Server_22202,8,,,multiple_single_bit_failures,permanent
Server_22204,2,,,multiple_single_bit_failures,permanent
Server_22205,16,,,multiple_single_bit_failures,permanent
Server_22206,6,,,multiple_single_bit_failures,permanent
Server_22208,2,,,multiple_single_bit_failures,permanent
Server_2221,2,,,multiple_single_bit_failures,permanent
Server_22210,4,,,multiple_single_bit_failures,permanent
Server_22211,17,,,multiple_single_bit_failures,permanent
Server_22212,19,,,multiple_single_bit_failures,permanent
Server_22213,10,,,multiple_single_bit_failures,permanent
Server_22215,8,,,multiple_single_bit_failures,permanent
Server_22216,10,,,multiple_single_bit_failures,permanent
Server_22217,22,,,multiple_single_bit_failures,permanent
Server_22221,20,,,multiple_single_bit_failures,permanent
Server_22223,0,,,multiple_single_bit_failures,permanent
Server_22226,3,,,multiple_single_bit_failures,permanent
Server_22227,8,,,multiple_single_bit_failures,permanent
Server_22228,20,,,multiple_single_bit_failures,permanent
Server_22229,16,,,multiple_single_bit_failures,permanent
Server_2223,2,,,multiple_single_bit_failures,permanent
Server_22232,13,,,multiple_single_bit_failures,permanent
Server_22235,21,,,multiple_single_bit_failures,permanent
Server_22237,13,,,multiple_single_bit_failures,permanent
Server_2224,22,,,multiple_single_bit_failures,permanent
Server_22241,16,,,multiple_single_bit_failures,permanent
Server_22245,19,,,multiple_single_bit_failures,permanent
Server_22249,10,,,multiple_single_bit_failures,permanent
Server_2225,0,,,multiple_single_bit_failures,permanent
Server_22251,23,,,multiple_single_bit_failures,permanent
Server_22256,13,,,multiple_single_bit_failures,permanent
Server_22259,14,,,multiple_single_bit_failures,permanent
Server_22262,11,,,multiple_single_bit_failures,permanent
Server_22272,17,,,multiple_single_bit_failures,permanent
Server_22273,11,,,multiple_single_bit_failures,permanent
Server_22274,2,,,multiple_single_bit_failures,permanent
Server_22275,0,,,multiple_single_bit_failures,permanent
Server_22278,7,,,multiple_single_bit_failures,permanent
Server_22279,1,,,multiple_single_bit_failures,permanent
Server_2228,2,,,multiple_single_bit_failures,permanent
Server_22285,6,,,multiple_single_bit_failures,permanent
Server_22286,12,,,multiple_single_bit_failures,permanent
Server_22287,15,,,multiple_single_bit_failures,permanent
Server_22289,9,,,multiple_single_bit_failures,permanent
Server_22290,23,,,multiple_single_bit_failures,permanent
Server_22292,6,,,multiple_single_bit_failures,permanent
Server_22293,0,,,multiple_single_bit_failures,permanent
Server_22294,5,,,multiple_single_bit_failures,permanent
Server_22297,19,,,multiple_single_bit_failures,permanent
Server_22299,0,,,multiple_single_bit_failures,permanent
Server_2230,14,,,multiple_single_bit_failures,permanent
Server_22300,21,,,multiple_single_bit_failures,permanent
Server_22304,20,,,multiple_single_bit_failures,permanent
Server_22308,3,,,multiple_single_bit_failures,permanent
Server_2231,18,,,multiple_single_bit_failures,permanent
Server_22310,18,,,multiple_single_bit_failures,permanent
Server_22313,13,,,multiple_single_bit_failures,permanent
Server_22315,10,,,multiple_single_bit_failures,permanent
Server_2232,22,,,multiple_single_bit_failures,permanent
Server_22325,12,,,multiple_single_bit_failures,permanent
Server_22329,0,,,multiple_single_bit_failures,permanent
Server_22332,12,,,multiple_single_bit_failures,permanent
Server_22335,18,,,multiple_single_bit_failures,permanent
Server_22337,6,,,multiple_single_bit_failures,permanent
Server_2234,10,,,multiple_single_bit_failures,permanent
Server_22340,0,,,multiple_single_bit_failures,permanent
Server_22342,10,,,multiple_single_bit_failures,permanent
Server_22344,0,,,multiple_single_bit_failures,permanent
Server_22346,5,,,multiple_single_bit_failures,permanent
Server_2235,6,,,multiple_single_bit_failures,permanent
Server_22353,22,,,multiple_single_bit_failures,permanent
Server_22361,6,,,multiple_single_bit_failures,permanent
Server_22362,6,,,multiple_single_bit_failures,permanent
Server_22363,16,,,multiple_single_bit_failures,permanent
Server_22365,9,,,multiple_single_bit_failures,permanent
Server_22369,21,,,multiple_single_bit_failures,permanent
Server_2237,12,,,multiple_single_bit_failures,permanent
Server_22373,9,,,multiple_single_bit_failures,permanent
Server_22377,22,,,multiple_single_bit_failures,permanent
Server_2238,22,,,multiple_single_bit_failures,permanent
Server_22383,16,,,multiple_single_bit_failures,permanent
Server_2239,4,,,multiple_single_bit_failures,permanent
Server_22394,17,,,multiple_single_bit_failures,permanent
Server_22396,20,,,multiple_single_bit_failures,permanent
Server_22397,5,,,multiple_single_bit_failures,permanent
Server_22400,7,,,multiple_single_bit_failures,permanent
Server_22403,8,,,multiple_single_bit_failures,permanent
Server_2241,6,,,multiple_single_bit_failures,permanent
Server_22413,22,,,multiple_single_bit_failures,permanent
Server_22414,7,,,multiple_single_bit_failures,permanent
Server_22420,4,,,multiple_single_bit_failures,permanent
Server_22426,8,,,multiple_single_bit_failures,permanent
Server_22433,19,,,multiple_single_bit_failures,permanent
Server_22435,13,,,multiple_single_bit_failures,permanent
Server_2244,14,,,multiple_single_bit_failures,permanent
Server_22444,7,,,multiple_single_bit_failures,permanent
Server_22446,14,,,multiple_single_bit_failures,permanent
Server_22448,23,,,multiple_single_bit_failures,permanent
Server_2245,2,,,multiple_single_bit_failures,permanent
Server_22452,12,,,multiple_single_bit_failures,permanent
Server_22459,21,,,multiple_single_bit_failures,permanent
Server_2246,8,,,multiple_single_bit_failures,permanent
Server_2246,18,,,multiple_single_bit_failures,permanent
Server_22464,18,,,multiple_single_bit_failures,permanent
Server_2247,22,,,multiple_single_bit_failures,permanent
Server_22473,13,,,multiple_single_bit_failures,permanent
Server_22475,14,,,multiple_single_bit_failures,permanent
Server_22476,14,,,multiple_single_bit_failures,permanent
Server_22477,6,,,multiple_single_bit_failures,permanent
Server_22478,23,,,multiple_single_bit_failures,permanent
Server_22484,6,,,multiple_single_bit_failures,permanent
Server_2249,18,,,multiple_single_bit_failures,permanent
Server_22499,16,,,multiple_single_bit_failures,permanent
Server_2251,10,,,multiple_single_bit_failures,permanent
Server_22512,16,,,multiple_single_bit_failures,permanent
Server_22517,3,,,multiple_single_bit_failures,permanent
Server_2252,0,,,multiple_single_bit_failures,permanent
Server_22522,10,,,multiple_single_bit_failures,permanent
Server_22531,20,,,multiple_single_bit_failures,permanent
Server_22537,18,,,multiple_single_bit_failures,permanent
Server_2254,18,,,multiple_single_bit_failures,permanent
Server_22545,9,,,multiple_single_bit_failures,permanent
Server_22562,12,,,multiple_single_bit_failures,permanent
Server_22562,18,,,multiple_single_bit_failures,permanent
Server_22567,4,,,multiple_single_bit_failures,permanent
Server_22569,1,,,multiple_single_bit_failures,permanent
Server_2257,4,,,multiple_single_bit_failures,permanent
Server_22571,22,,,multiple_single_bit_failures,permanent
Server_22572,7,,,multiple_single_bit_failures,permanent
Server_22572,14,,,multiple_single_bit_failures,permanent
Server_22573,13,,,multiple_single_bit_failures,permanent
Server_2258,4,,,multiple_single_bit_failures,permanent
Server_22584,7,,,multiple_single_bit_failures,permanent
Server_2259,18,,,multiple_single_bit_failures,permanent
Server_22590,0,,,multiple_single_bit_failures,permanent
Server_22592,0,,,multiple_single_bit_failures,permanent
Server_22599,4,,,multiple_single_bit_failures,permanent
Server_22603,12,,,multiple_single_bit_failures,permanent
Server_22604,6,,,multiple_single_bit_failures,permanent
Server_22613,21,,,multiple_single_bit_failures,permanent
Server_2262,8,,,multiple_single_bit_failures,permanent
Server_22629,16,,,multiple_single_bit_failures,permanent
Server_22629,22,,,multiple_single_bit_failures,permanent
Server_2263,6,,,multiple_single_bit_failures,permanent
Server_22631,9,,,multiple_single_bit_failures,permanent
Server_22635,2,,,multiple_single_bit_failures,permanent
Server_2265,0,,,multiple_single_bit_failures,permanent
Server_2265,2,,,multiple_single_bit_failures,permanent
Server_22657,13,,,multiple_single_bit_failures,permanent
Server_22658,5,,,multiple_single_bit_failures,permanent
Server_22663,23,,,multiple_single_bit_failures,permanent
Server_22676,1,,,multiple_single_bit_failures,permanent
Server_22676,18,,,multiple_single_bit_failures,permanent
Server_2268,10,,,multiple_single_bit_failures,permanent
Server_22691,2,,,multiple_single_bit_failures,permanent
Server_22698,17,,,multiple_single_bit_failures,permanent
Server_2270,0,,,multiple_single_bit_failures,permanent
Server_22703,6,,,multiple_single_bit_failures,permanent
Server_22708,3,,,multiple_single_bit_failures,permanent
Server_2271,22,,,multiple_single_bit_failures,permanent
Server_22719,16,,,multiple_single_bit_failures,permanent
Server_2272,2,,,multiple_single_bit_failures,permanent
Server_22725,16,,,multiple_single_bit_failures,permanent
Server_22727,6,,,multiple_single_bit_failures,permanent
Server_22737,0,,,multiple_single_bit_failures,permanent
Server_2274,10,,,multiple_single_bit_failures,permanent
Server_22741,20,,,multiple_single_bit_failures,permanent
Server_22742,8,,,multiple_single_bit_failures,permanent
Server_22744,14,,,multiple_single_bit_failures,permanent
Server_22747,18,,,multiple_single_bit_failures,permanent
Server_22748,2,,,multiple_single_bit_failures,permanent
Server_22749,14,,,multiple_single_bit_failures,permanent
Server_2275,0,,,multiple_single_bit_failures,permanent
Server_2275,10,,,multiple_single_bit_failures,permanent
Server_22750,18,,,multiple_single_bit_failures,permanent
Server_22751,0,,,multiple_single_bit_failures,permanent
Server_22752,4,,,multiple_single_bit_failures,permanent
Server_22759,22,,,multiple_single_bit_failures,permanent
Server_2276,4,,,multiple_single_bit_failures,permanent
Server_22767,4,,,multiple_single_bit_failures,permanent
Server_2277,12,,,multiple_single_bit_failures,permanent
Server_22771,16,,,multiple_single_bit_failures,permanent
Server_22772,10,,,multiple_single_bit_failures,permanent
Server_22775,14,,,multiple_single_bit_failures,permanent
Server_22782,18,,,multiple_single_bit_failures,permanent
Server_22786,1,,,multiple_single_bit_failures,permanent
Server_2279,16,,,multiple_single_bit_failures,permanent
Server_22799,12,,,multiple_single_bit_failures,permanent
Server_22804,14,,,multiple_single_bit_failures,permanent
Server_22805,4,,,multiple_single_bit_failures,permanent
Server_22807,13,,,multiple_single_bit_failures,permanent
Server_22817,13,,,multiple_single_bit_failures,permanent
Server_22818,23,,,multiple_single_bit_failures,permanent
Server_2282,6,,,multiple_single_bit_failures,permanent
Server_22827,20,,,multiple_single_bit_failures,permanent
Server_2283,4,,,multiple_single_bit_failures,permanent
Server_22830,6,,,multiple_single_bit_failures,permanent
Server_22831,18,,,multiple_single_bit_failures,permanent
Server_22833,16,,,multiple_single_bit_failures,permanent
Server_22835,2,,,multiple_single_bit_failures,permanent
Server_22839,12,,,multiple_single_bit_failures,permanent
Server_22846,1,,,multiple_single_bit_failures,permanent
Server_22847,6,,,multiple_single_bit_failures,permanent
Server_2285,8,,,multiple_single_bit_failures,permanent
Server_22852,1,,,multiple_single_bit_failures,permanent
Server_22853,6,,,multiple_single_bit_failures,permanent
Server_22856,23,,,multiple_single_bit_failures,permanent
Server_22857,15,,,multiple_single_bit_failures,permanent
Server_22861,8,,,multiple_single_bit_failures,permanent
Server_22862,1,,,multiple_single_bit_failures,permanent
Server_22863,15,,,multiple_single_bit_failures,permanent
Server_2287,4,,,multiple_single_bit_failures,permanent
Server_2288,2,,,multiple_single_bit_failures,permanent
Server_22887,20,,,multiple_single_bit_failures,permanent
Server_2289,12,,,multiple_single_bit_failures,permanent
Server_2289,18,,,multiple_single_bit_failures,permanent
Server_22890,1,,,multiple_single_bit_failures,permanent
Server_22896,21,,,multiple_single_bit_failures,permanent
Server_229,2,,,multiple_single_bit_failures,permanent
Server_2290,22,,,multiple_single_bit_failures,permanent
Server_22902,3,,,multiple_single_bit_failures,permanent
Server_22910,21,,,multiple_single_bit_failures,permanent
Server_22913,19,,,multiple_single_bit_failures,permanent
Server_22915,1,,,multiple_single_bit_failures,permanent
Server_2292,16,,,multiple_single_bit_failures,permanent
Server_22922,14,,,multiple_single_bit_failures,permanent
Server_22926,20,,,multiple_single_bit_failures,permanent
Server_2293,8,,,multiple_single_bit_failures,permanent
Server_22937,13,,,multiple_single_bit_failures,permanent
Server_22938,3,,,multiple_single_bit_failures,permanent
Server_22939,1,,,multiple_single_bit_failures,permanent
Server_2294,4,,,multiple_single_bit_failures,permanent
Server_22941,21,,,multiple_single_bit_failures,permanent
Server_22942,19,,,multiple_single_bit_failures,permanent
Server_22943,20,,,multiple_single_bit_failures,permanent
Server_22944,2,,,multiple_single_bit_failures,permanent
Server_22944,17,,,multiple_single_bit_failures,permanent
Server_22945,13,,,multiple_single_bit_failures,permanent
Server_22945,21,,,multiple_single_bit_failures,permanent
Server_22949,8,,,multiple_single_bit_failures,permanent
Server_22951,20,,,multiple_single_bit_failures,permanent
Server_22953,18,,,multiple_single_bit_failures,permanent
Server_22954,2,,,multiple_single_bit_failures,permanent
Server_22955,17,,,multiple_single_bit_failures,permanent
Server_22957,12,,,multiple_single_bit_failures,permanent
Server_22958,16,,,multiple_single_bit_failures,permanent
Server_2296,10,,,multiple_single_bit_failures,permanent
Server_22961,1,,,multiple_single_bit_failures,permanent
Server_22962,6,,,multiple_single_bit_failures,permanent
Server_22963,11,,,multiple_single_bit_failures,permanent
Server_22964,20,,,multiple_single_bit_failures,permanent
Server_22965,20,,,multiple_single_bit_failures,permanent
Server_22967,17,,,multiple_single_bit_failures,permanent
Server_22968,0,,,multiple_single_bit_failures,permanent
Server_22969,9,,,multiple_single_bit_failures,permanent
Server_22970,14,,,multiple_single_bit_failures,permanent
Server_22974,1,,,multiple_single_bit_failures,permanent
Server_22975,11,,,multiple_single_bit_failures,permanent
Server_22976,8,,,multiple_single_bit_failures,permanent
Server_2298,0,,,multiple_single_bit_failures,permanent
Server_22980,6,,,multiple_single_bit_failures,permanent
Server_22982,14,,,multiple_single_bit_failures,permanent
Server_22983,5,,,multiple_single_bit_failures,permanent
Server_22985,20,,,multiple_single_bit_failures,permanent
Server_22987,2,,,multiple_single_bit_failures,permanent
Server_22988,7,,,multiple_single_bit_failures,permanent
Server_22989,5,,,multiple_single_bit_failures,permanent
Server_22993,6,,,multiple_single_bit_failures,permanent
Server_22994,5,,,multiple_single_bit_failures,permanent
Server_22997,19,,,multiple_single_bit_failures,permanent
Server_22998,0,,,multiple_single_bit_failures,permanent
Server_230,22,,,multiple_single_bit_failures,permanent
Server_2300,6,,,multiple_single_bit_failures,permanent
Server_23000,19,,,multiple_single_bit_failures,permanent
Server_23001,4,,,multiple_single_bit_failures,permanent
Server_23001,9,,,multiple_single_bit_failures,permanent
Server_23002,12,,,multiple_single_bit_failures,permanent
Server_23002,23,,,multiple_single_bit_failures,permanent
Server_23003,11,,,multiple_single_bit_failures,permanent
Server_23003,20,,,multiple_single_bit_failures,permanent
Server_23005,3,,,multiple_single_bit_failures,permanent
Server_23006,16,,,multiple_single_bit_failures,permanent
Server_23007,5,,,multiple_single_bit_failures,permanent
Server_23008,20,,,multiple_single_bit_failures,permanent
Server_23009,15,,,multiple_single_bit_failures,permanent
Server_23010,6,,,multiple_single_bit_failures,permanent
Server_23011,23,,,multiple_single_bit_failures,permanent
Server_23012,4,,,multiple_single_bit_failures,permanent
Server_23012,9,,,multiple_single_bit_failures,permanent
Server_23014,19,,,multiple_single_bit_failures,permanent
Server_23015,15,,,multiple_single_bit_failures,permanent
Server_23017,11,,,multiple_single_bit_failures,permanent
Server_23018,16,,,multiple_single_bit_failures,permanent
Server_23019,7,,,multiple_single_bit_failures,permanent
Server_2302,10,,,multiple_single_bit_failures,permanent
Server_23020,22,,,multiple_single_bit_failures,permanent
Server_23022,8,,,multiple_single_bit_failures,permanent
Server_23023,15,,,multiple_single_bit_failures,permanent
Server_23025,13,,,multiple_single_bit_failures,permanent
Server_23025,23,,,multiple_single_bit_failures,permanent
Server_23026,21,,,multiple_single_bit_failures,permanent
Server_23027,21,,,multiple_single_bit_failures,permanent
Server_23028,11,,,multiple_single_bit_failures,permanent
Server_23032,14,,,multiple_single_bit_failures,permanent
Server_23037,1,,,multiple_single_bit_failures,permanent
Server_2304,8,,,multiple_single_bit_failures,permanent
Server_23040,7,,,multiple_single_bit_failures,permanent
Server_23041,20,,,multiple_single_bit_failures,permanent
Server_23043,4,,,multiple_single_bit_failures,permanent
Server_23044,20,,,multiple_single_bit_failures,permanent
Server_23045,4,,,multiple_single_bit_failures,permanent
Server_23047,2,,,multiple_single_bit_failures,permanent
Server_23049,12,,,multiple_single_bit_failures,permanent
Server_23049,20,,,multiple_single_bit_failures,permanent
Server_2305,16,,,multiple_single_bit_failures,permanent
Server_23050,20,,,multiple_single_bit_failures,permanent
Server_23051,0,,,multiple_single_bit_failures,permanent
Server_23054,4,,,multiple_single_bit_failures,permanent
Server_23055,0,,,multiple_single_bit_failures,permanent
Server_23057,22,,,multiple_single_bit_failures,permanent
Server_23058,6,,,multiple_single_bit_failures,permanent
Server_23065,16,,,multiple_single_bit_failures,permanent
Server_23066,8,,,multiple_single_bit_failures,permanent
Server_23068,4,,,multiple_single_bit_failures,permanent
Server_2307,6,,,multiple_single_bit_failures,permanent
Server_2307,14,,,multiple_single_bit_failures,permanent
Server_23071,22,,,multiple_single_bit_failures,permanent
Server_23073,14,,,multiple_single_bit_failures,permanent
Server_23078,6,,,multiple_single_bit_failures,permanent
Server_2308,18,,,multiple_single_bit_failures,permanent
Server_23081,4,,,multiple_single_bit_failures,permanent
Server_23087,2,,,multiple_single_bit_failures,permanent
Server_23089,14,,,multiple_single_bit_failures,permanent
Server_23093,20,,,multiple_single_bit_failures,permanent
Server_23094,2,,,multiple_single_bit_failures,permanent
Server_23095,22,,,multiple_single_bit_failures,permanent
Server_231,12,,,multiple_single_bit_failures,permanent
Server_2310,20,,,multiple_single_bit_failures,permanent
Server_23100,14,,,multiple_single_bit_failures,permanent
Server_23102,2,,,multiple_single_bit_failures,permanent
Server_23104,20,,,multiple_single_bit_failures,permanent
Server_23106,6,,,multiple_single_bit_failures,permanent
Server_23107,2,,,multiple_single_bit_failures,permanent
Server_23108,10,,,multiple_single_bit_failures,permanent
Server_2311,16,,,multiple_single_bit_failures,permanent
Server_23110,0,,,multiple_single_bit_failures,permanent
Server_23111,2,,,multiple_single_bit_failures,permanent
Server_23113,18,,,multiple_single_bit_failures,permanent
Server_23114,6,,,multiple_single_bit_failures,permanent
Server_23114,8,,,multiple_single_bit_failures,permanent
Server_23116,2,,,multiple_single_bit_failures,permanent
Server_23119,12,,,multiple_single_bit_failures,permanent
Server_2312,22,,,multiple_single_bit_failures,permanent
Server_23120,18,,,multiple_single_bit_failures,permanent
Server_23121,20,,,multiple_single_bit_failures,permanent
Server_23123,0,,,multiple_single_bit_failures,permanent
Server_23124,6,,,multiple_single_bit_failures,permanent
Server_23126,18,,,multiple_single_bit_failures,permanent
Server_23127,14,,,multiple_single_bit_failures,permanent
Server_23128,20,,,multiple_single_bit_failures,permanent
Server_23129,12,,,multiple_single_bit_failures,permanent
Server_2313,22,,,multiple_single_bit_failures,permanent
Server_23130,4,,,multiple_single_bit_failures,permanent
Server_23130,22,,,multiple_single_bit_failures,permanent
Server_23131,22,,,multiple_single_bit_failures,permanent
Server_23134,14,,,multiple_single_bit_failures,permanent
Server_23137,6,,,multiple_single_bit_failures,permanent
Server_23138,6,,,multiple_single_bit_failures,permanent
Server_2314,14,,,multiple_single_bit_failures,permanent
Server_23142,4,,,multiple_single_bit_failures,permanent
Server_23142,16,,,multiple_single_bit_failures,permanent
Server_23143,0,,,multiple_single_bit_failures,permanent
Server_23145,0,,,multiple_single_bit_failures,permanent
Server_23147,6,,,multiple_single_bit_failures,permanent
Server_23148,2,,,multiple_single_bit_failures,permanent
Server_23149,16,,,multiple_single_bit_failures,permanent
Server_2315,22,,,multiple_single_bit_failures,permanent
Server_23150,16,,,multiple_single_bit_failures,permanent
Server_23152,20,,,multiple_single_bit_failures,permanent
Server_23153,0,,,multiple_single_bit_failures,permanent
Server_23157,2,,,multiple_single_bit_failures,permanent
Server_23158,18,,,multiple_single_bit_failures,permanent
Server_23159,0,,,multiple_single_bit_failures,permanent
Server_23159,2,,,multiple_single_bit_failures,permanent
Server_23160,4,,,multiple_single_bit_failures,permanent
Server_23161,0,,,multiple_single_bit_failures,permanent
Server_23162,2,,,multiple_single_bit_failures,permanent
Server_23163,16,,,multiple_single_bit_failures,permanent
Server_23164,4,,,multiple_single_bit_failures,permanent
Server_23165,4,,,multiple_single_bit_failures,permanent
Server_23166,6,,,multiple_single_bit_failures,permanent
Server_23167,20,,,multiple_single_bit_failures,permanent
Server_23168,10,,,multiple_single_bit_failures,permanent
Server_23169,0,,,multiple_single_bit_failures,permanent
Server_23169,4,,,multiple_single_bit_failures,permanent
Server_23170,4,,,multiple_single_bit_failures,permanent
Server_23171,12,,,multiple_single_bit_failures,permanent
Server_23172,8,,,multiple_single_bit_failures,permanent
Server_23173,10,,,multiple_single_bit_failures,permanent
Server_23175,10,,,multiple_single_bit_failures,permanent
Server_23176,4,,,multiple_single_bit_failures,permanent
Server_23177,4,,,multiple_single_bit_failures,permanent
Server_23179,2,,,multiple_single_bit_failures,permanent
Server_2318,22,,,multiple_single_bit_failures,permanent
Server_23180,0,,,multiple_single_bit_failures,permanent
Server_23181,16,,,multiple_single_bit_failures,permanent
Server_23182,16,,,multiple_single_bit_failures,permanent
Server_23183,6,,,multiple_single_bit_failures,permanent
Server_23184,12,,,multiple_single_bit_failures,permanent
Server_23185,6,,,multiple_single_bit_failures,permanent
Server_23186,16,,,multiple_single_bit_failures,permanent
Server_23189,20,,,multiple_single_bit_failures,permanent
Server_2319,4,,,multiple_single_bit_failures,permanent
Server_23191,10,,,multiple_single_bit_failures,permanent
Server_23192,10,,,multiple_single_bit_failures,permanent
Server_23192,22,,,multiple_single_bit_failures,permanent
Server_23194,10,,,multiple_single_bit_failures,permanent
Server_23195,6,,,multiple_single_bit_failures,permanent
Server_23196,2,,,multiple_single_bit_failures,permanent
Server_23199,2,,,multiple_single_bit_failures,permanent
Server_23199,20,,,multiple_single_bit_failures,permanent
Server_232,8,,,multiple_single_bit_failures,permanent
Server_2320,14,,,multiple_single_bit_failures,permanent
Server_2320,20,,,multiple_single_bit_failures,permanent
Server_23202,22,,,multiple_single_bit_failures,permanent
Server_23204,22,,,multiple_single_bit_failures,permanent
Server_23206,14,,,multiple_single_bit_failures,permanent
Server_23209,20,,,multiple_single_bit_failures,permanent
Server_2321,0,,,multiple_single_bit_failures,permanent
Server_2321,2,,,multiple_single_bit_failures,permanent
Server_23210,2,,,multiple_single_bit_failures,permanent
Server_23211,20,,,multiple_single_bit_failures,permanent
Server_23212,16,,,multiple_single_bit_failures,permanent
Server_23213,18,,,multiple_single_bit_failures,permanent
Server_23215,4,,,multiple_single_bit_failures,permanent
Server_23216,12,,,multiple_single_bit_failures,permanent
Server_23218,20,,,multiple_single_bit_failures,permanent
Server_23219,6,,,multiple_single_bit_failures,permanent
Server_2322,16,,,multiple_single_bit_failures,permanent
Server_23220,0,,,multiple_single_bit_failures,permanent
Server_23222,22,,,multiple_single_bit_failures,permanent
Server_23224,2,,,multiple_single_bit_failures,permanent
Server_23225,20,,,multiple_single_bit_failures,permanent
Server_23226,8,,,multiple_single_bit_failures,permanent
Server_23227,10,,,multiple_single_bit_failures,permanent
Server_23231,22,,,multiple_single_bit_failures,permanent
Server_23234,4,,,multiple_single_bit_failures,permanent
Server_23235,10,,,multiple_single_bit_failures,permanent
Server_23236,12,,,multiple_single_bit_failures,permanent
Server_23239,10,,,multiple_single_bit_failures,permanent
Server_2324,8,,,multiple_single_bit_failures,permanent
Server_23240,0,,,multiple_single_bit_failures,permanent
Server_23241,6,,,multiple_single_bit_failures,permanent
Server_23243,18,,,multiple_single_bit_failures,permanent
Server_23249,0,,,multiple_single_bit_failures,permanent
Server_2325,12,,,multiple_single_bit_failures,permanent
Server_23252,4,,,multiple_single_bit_failures,permanent
Server_23254,8,,,multiple_single_bit_failures,permanent
Server_23255,4,,,multiple_single_bit_failures,permanent
Server_23256,20,,,multiple_single_bit_failures,permanent
Server_23257,2,,,multiple_single_bit_failures,permanent
Server_23258,18,,,multiple_single_bit_failures,permanent
Server_23259,22,,,multiple_single_bit_failures,permanent
Server_2326,6,,,multiple_single_bit_failures,permanent
Server_23260,10,,,multiple_single_bit_failures,permanent
Server_23262,2,,,multiple_single_bit_failures,permanent
Server_23265,22,,,multiple_single_bit_failures,permanent
Server_23267,6,,,multiple_single_bit_failures,permanent
Server_23268,12,,,multiple_single_bit_failures,permanent
Server_23269,20,,,multiple_single_bit_failures,permanent
Server_2327,22,,,multiple_single_bit_failures,permanent
Server_23275,4,,,multiple_single_bit_failures,permanent
Server_23278,4,,,multiple_single_bit_failures,permanent
Server_23279,20,,,multiple_single_bit_failures,permanent
Server_2328,18,,,multiple_single_bit_failures,permanent
Server_23281,10,,,multiple_single_bit_failures,permanent
Server_23285,8,,,multiple_single_bit_failures,permanent
Server_23287,12,,,multiple_single_bit_failures,permanent
Server_23289,16,,,multiple_single_bit_failures,permanent
Server_2329,10,,,multiple_single_bit_failures,permanent
Server_23290,20,,,multiple_single_bit_failures,permanent
Server_23291,10,,,multiple_single_bit_failures,permanent
Server_23293,0,,,multiple_single_bit_failures,permanent
Server_23294,14,,,multiple_single_bit_failures,permanent
Server_23296,8,,,multiple_single_bit_failures,permanent
Server_23297,22,,,multiple_single_bit_failures,permanent
Server_23298,0,,,multiple_single_bit_failures,permanent
Server_23299,20,,,multiple_single_bit_failures,permanent
Server_2330,8,,,multiple_single_bit_failures,permanent
Server_23302,12,,,multiple_single_bit_failures,permanent
Server_23305,16,,,multiple_single_bit_failures,permanent
Server_23307,22,,,multiple_single_bit_failures,permanent
Server_23308,16,,,multiple_single_bit_failures,permanent
Server_23315,8,,,multiple_single_bit_failures,permanent
Server_23316,0,,,multiple_single_bit_failures,permanent
Server_23317,12,,,multiple_single_bit_failures,permanent
Server_23318,22,,,multiple_single_bit_failures,permanent
Server_2332,4,,,multiple_single_bit_failures,permanent
Server_23320,18,,,multiple_single_bit_failures,permanent
Server_23321,4,,,multiple_single_bit_failures,permanent
Server_23325,0,,,multiple_single_bit_failures,permanent
Server_23326,22,,,multiple_single_bit_failures,permanent
Server_23328,20,,,multiple_single_bit_failures,permanent
Server_2333,22,,,multiple_single_bit_failures,permanent
Server_23331,2,,,multiple_single_bit_failures,permanent
Server_23333,18,,,multiple_single_bit_failures,permanent
Server_23335,12,,,multiple_single_bit_failures,permanent
Server_23336,18,,,multiple_single_bit_failures,permanent
Server_23337,22,,,multiple_single_bit_failures,permanent
Server_23338,12,,,multiple_single_bit_failures,permanent
Server_23340,10,,,multiple_single_bit_failures,permanent
Server_23341,0,,,multiple_single_bit_failures,permanent
Server_23342,10,,,multiple_single_bit_failures,permanent
Server_23343,4,,,multiple_single_bit_failures,permanent
Server_23346,8,,,multiple_single_bit_failures,permanent
Server_23347,16,,,multiple_single_bit_failures,permanent
Server_23350,14,,,multiple_single_bit_failures,permanent
Server_23352,0,,,multiple_single_bit_failures,permanent
Server_23354,12,,,multiple_single_bit_failures,permanent
Server_23354,18,,,multiple_single_bit_failures,permanent
Server_23356,0,,,multiple_single_bit_failures,permanent
Server_23357,22,,,multiple_single_bit_failures,permanent
Server_2336,14,,,multiple_single_bit_failures,permanent
Server_23362,8,,,multiple_single_bit_failures,permanent
Server_23363,18,,,multiple_single_bit_failures,permanent
Server_23364,18,,,multiple_single_bit_failures,permanent
Server_23366,14,,,multiple_single_bit_failures,permanent
Server_23367,14,,,multiple_single_bit_failures,permanent
Server_23368,18,,,multiple_single_bit_failures,permanent
